VendorNumber,InvoiceDate,PODate,PayDate,Freight,Approval,IDInvoicePurchases,IDPurchases
7749,2016-09-28,2016-09-14,2016-11-10,0.2,,3988,3988
7239,2016-10-04,2016-09-16,2016-11-12,189.67,,3989,3989
10050,2016-10-02,2016-09-15,2016-11-08,7.6,,3990,3990
8004,2016-10-02,2016-09-14,2016-11-10,769.59,,3991,3991
660,2016-09-28,2016-09-15,2016-11-07,247.48,,3992,3992
17033,2016-10-02,2016-09-15,2016-11-02,11.87,,3993,3993
8150,2016-09-28,2016-09-14,2016-10-29,18.54,,3994,3994
98450,2016-10-01,2016-09-13,2016-10-29,10.87,,3995,3995
8320,2016-10-02,2016-09-12,2016-11-12,64.51,,3996,3996
3089,2016-10-04,2016-09-12,2016-11-04,147.49,,3997,3997
28750,2016-09-26,2016-09-13,2016-11-10,1.46,,3998,3998
2000,2016-09-27,2016-09-15,2016-11-04,9.03,,3999,3999
2000,2016-09-29,2016-09-11,2016-11-04,257.26,,4000,4000
8663,2016-09-26,2016-09-12,2016-10-31,0.13,,4001,4001
99166,2016-10-04,2016-09-16,2016-11-09,6.94,,4002,4002
653,2016-09-30,2016-09-15,2016-11-02,168.15,,4003,4003
8673,2016-09-28,2016-09-13,2016-11-12,210.26,,4004,4004
12331,2016-09-28,2016-09-16,2016-11-04,3.02,,4005,4005
8664,2016-09-28,2016-09-11,2016-10-27,293.64,,4006,4006
8735,2016-10-01,2016-09-16,2016-11-07,2.0,,4007,4007
90056,2016-09-30,2016-09-13,2016-10-29,15.74,,4008,4008
172662,2016-10-01,2016-09-15,2016-11-08,1.22,,4009,4009
8920,2016-10-02,2016-09-11,2016-11-13,5.39,,4010,4010
173357,2016-09-30,2016-09-11,2016-10-29,2.32,,4011,4011
90017,2016-09-26,2016-09-15,2016-11-06,2.11,,4012,4012
9819,2016-09-27,2016-09-16,2016-10-27,203.45,,4013,4013
8892,2016-09-30,2016-09-13,2016-11-03,221.02,,4014,4014
9260,2016-09-30,2016-09-11,2016-10-27,2.02,,4015,4015
9165,2016-09-27,2016-09-16,2016-10-28,924.3,,4016,4016
90010,2016-10-04,2016-09-14,2016-11-13,8.98,,4017,4017
1587,2016-10-01,2016-09-12,2016-10-27,93.36,,4018,4018
90024,2016-09-29,2016-09-16,2016-10-27,41.64,,4019,4019
1601,2016-09-30,2016-09-14,2016-10-30,7.44,,4020,4020
9622,2016-10-03,2016-09-13,2016-10-29,7.72,,4021,4021
9625,2016-09-30,2016-09-13,2016-10-31,28.38,,4022,4022
3664,2016-09-29,2016-09-14,2016-11-13,567.33,,4023,4023
9815,2016-10-02,2016-09-15,2016-10-29,475.2,,4024,4024
90058,2016-09-28,2016-09-14,2016-10-27,8.77,,4025,4025
60,2016-10-06,2016-09-18,2016-11-12,13.71,,4026,4026
1703,2016-10-05,2016-09-22,2016-11-14,18.33,,4027,4027
4466,2016-10-08,2016-09-23,2016-11-20,11.92,,4028,4028
388,2016-10-09,2016-09-20,2016-11-10,2.74,,4029,4029
480,2016-10-07,2016-09-23,2016-11-10,2514.51,Frank Delahunt,4030,4030
516,2016-10-06,2016-09-20,2016-11-10,253.19,,4031,4031
1265,2016-10-04,2016-09-18,2016-11-09,0.46,,4032,4032
1128,2016-10-10,2016-09-21,2016-11-11,1065.47,,4033,4033
1189,2016-10-09,2016-09-22,2016-11-20,4.05,,4034,4034
1273,2016-10-05,2016-09-21,2016-11-13,29.34,,4035,4035
11567,2016-10-11,2016-09-18,2016-11-08,333.74,,4036,4036
90046,2016-10-04,2016-09-22,2016-11-12,3.59,,4037,4037
1485,2016-10-06,2016-09-22,2016-11-15,456.05,,4038,4038
2876,2016-10-04,2016-09-22,2016-11-05,0.23,,4039,4039
4380,2016-10-07,2016-09-22,2016-11-13,35.88,,4040,4040
1650,2016-10-05,2016-09-18,2016-11-14,0.92,,4041,4041
1392,2016-10-09,2016-09-20,2016-11-18,2279.22,Frank Delahunt,4042,4042
90047,2016-10-11,2016-09-18,2016-11-19,33.82,,4043,4043
2242,2016-10-07,2016-09-19,2016-11-11,268.0,,4044,4044
1590,2016-10-06,2016-09-21,2016-11-19,373.16,,4045,4045
3960,2016-10-08,2016-09-18,2016-11-07,4883.28,Frank Delahunt,4046,4046
2555,2016-10-09,2016-09-18,2016-11-07,247.18,,4047,4047
2450,2016-10-05,2016-09-23,2016-11-16,2.92,,4048,4048
2496,2016-10-11,2016-09-20,2016-11-07,13.58,,4049,4049
17037,2016-10-11,2016-09-21,2016-11-20,7.86,,4050,4050
3252,2016-10-04,2016-09-18,2016-11-14,1295.86,Frank Delahunt,4051,4051
2561,2016-10-09,2016-09-23,2016-11-07,160.47,,4052,4052
1655,2016-10-04,2016-09-21,2016-11-11,21.51,,4053,4053
17031,2016-10-09,2016-09-19,2016-11-09,25.59,,4054,4054
90011,2016-10-07,2016-09-22,2016-11-07,8.86,,4055,4055
9744,2016-10-07,2016-09-19,2016-11-14,99.05,,4056,4056
90051,2016-10-11,2016-09-20,2016-11-07,0.58,,4057,4057
90052,2016-10-09,2016-09-19,2016-11-04,1.11,,4058,4058
3924,2016-10-05,2016-09-23,2016-11-03,659.17,,4059,4059
3951,2016-10-07,2016-09-23,2016-11-13,0.53,,4060,4060
3950,2016-10-06,2016-09-18,2016-11-14,0.08,,4061,4061
90053,2016-10-07,2016-09-22,2016-11-13,2.89,,4062,4062
17032,2016-10-03,2016-09-23,2016-11-06,9.01,,4063,4063
12546,2016-10-04,2016-09-22,2016-11-03,2657.62,Frank Delahunt,4064,4064
4550,2016-10-11,2016-09-19,2016-11-09,9.04,,4065,4065
4692,2016-10-06,2016-09-22,2016-11-11,158.49,,4066,4066
90032,2016-10-03,2016-09-18,2016-11-04,9.97,,4067,4067
4848,2016-10-07,2016-09-21,2016-11-15,39.68,,4068,4068
4950,2016-10-08,2016-09-22,2016-11-18,34.35,,4069,4069
4901,2016-10-10,2016-09-19,2016-11-20,0.72,,4070,4070
8352,2016-10-08,2016-09-21,2016-11-16,178.95,,4071,4071
9552,2016-10-08,2016-09-19,2016-11-03,1170.89,,4072,4072
10000,2016-10-06,2016-09-21,2016-11-18,554.27,,4073,4073
5270,2016-10-03,2016-09-21,2016-11-11,17.77,,4074,4074
5455,2016-10-11,2016-09-23,2016-11-04,15.94,,4075,4075
4425,2016-10-09,2016-09-21,2016-11-14,3224.12,Frank Delahunt,4076,4076
5992,2016-10-11,2016-09-18,2016-11-19,86.78,,4077,4077
6213,2016-10-10,2016-09-18,2016-11-15,160.74,,4078,4078
5612,2016-10-07,2016-09-22,2016-11-12,2.21,,4079,4079
8112,2016-10-04,2016-09-23,2016-11-07,846.37,,4080,4080
6215,2016-10-03,2016-09-18,2016-11-18,5.79,,4081,4081
6355,2016-10-10,2016-09-23,2016-11-07,196.55,,4082,4082
6359,2016-10-05,2016-09-18,2016-11-17,31.59,,4083,4083
6785,2016-10-07,2016-09-18,2016-11-19,186.49,,4084,4084
6830,2016-10-04,2016-09-21,2016-11-06,9.68,,4085,4085
10754,2016-10-06,2016-09-23,2016-11-20,599.8,,4086,4086
17035,2016-10-03,2016-09-21,2016-11-03,3327.05,Frank Delahunt,4087,4087
9206,2016-10-10,2016-09-22,2016-11-03,35.89,,4088,4088
7153,2016-10-11,2016-09-20,2016-11-03,697.0,,4089,4089
90027,2016-10-04,2016-09-21,2016-11-20,3.75,,4090,4090
7154,2016-10-03,2016-09-19,2016-11-18,7.77,,4091,4091
7240,2016-10-04,2016-09-20,2016-11-08,5.28,,4092,4092
7245,2016-10-10,2016-09-18,2016-11-11,604.65,,4093,4093
7255,2016-10-09,2016-09-21,2016-11-16,11.33,,4094,4094
7749,2016-10-11,2016-09-21,2016-11-12,4.31,,4095,4095
7239,2016-10-10,2016-09-22,2016-11-19,298.66,,4096,4096
10050,2016-10-06,2016-09-19,2016-11-11,13.22,,4097,4097
8004,2016-10-05,2016-09-23,2016-11-15,995.94,,4098,4098
660,2016-10-09,2016-09-18,2016-11-05,314.35,,4099,4099
17033,2016-10-11,2016-09-22,2016-11-12,11.7,,4100,4100
8150,2016-10-03,2016-09-21,2016-11-18,16.47,,4101,4101
98450,2016-10-06,2016-09-23,2016-11-06,14.01,,4102,4102
8320,2016-10-11,2016-09-18,2016-11-13,101.0,,4103,4103
3089,2016-10-06,2016-09-18,2016-11-07,70.51,,4104,4104
28750,2016-10-04,2016-09-21,2016-11-14,6.54,,4105,4105
2000,2016-10-07,2016-09-22,2016-11-12,8.08,,4106,4106
2000,2016-10-08,2016-09-20,2016-11-17,390.42,,4107,4107
99166,2016-10-08,2016-09-20,2016-11-19,0.52,,4108,4108
653,2016-10-06,2016-09-19,2016-11-03,194.07,,4109,4109
8673,2016-10-09,2016-09-21,2016-11-18,337.5,,4110,4110
12331,2016-10-09,2016-09-23,2016-11-19,5.18,,4111,4111
8664,2016-10-03,2016-09-19,2016-11-12,368.34,,4112,4112
8735,2016-10-08,2016-09-18,2016-11-04,2.43,,4113,4113
90056,2016-10-05,2016-09-19,2016-11-15,12.72,,4114,4114
172662,2016-10-03,2016-09-19,2016-11-20,5.65,,4115,4115
8920,2016-10-05,2016-09-22,2016-11-04,1.79,,4116,4116
28776,2016-10-07,2016-09-21,2016-11-06,6.25,,4117,4117
173357,2016-10-06,2016-09-18,2016-11-19,28.7,,4118,4118
90017,2016-10-07,2016-09-20,2016-11-10,0.28,,4119,4119
9819,2016-10-08,2016-09-22,2016-11-16,310.31,,4120,4120
8892,2016-10-10,2016-09-23,2016-11-04,227.05,,4121,4121
9260,2016-10-08,2016-09-20,2016-11-15,1.14,,4122,4122
9165,2016-10-11,2016-09-21,2016-11-18,1489.43,Frank Delahunt,4123,4123
90010,2016-10-10,2016-09-23,2016-11-19,12.82,,4124,4124
1587,2016-10-08,2016-09-22,2016-11-04,96.86,,4125,4125
90024,2016-10-07,2016-09-23,2016-11-12,60.87,,4126,4126
1601,2016-10-07,2016-09-20,2016-11-12,14.39,,4127,4127
90057,2016-10-04,2016-09-22,2016-11-15,0.71,,4128,4128
9622,2016-10-04,2016-09-21,2016-11-13,18.12,,4129,4129
9625,2016-10-07,2016-09-21,2016-11-03,33.42,,4130,4130
3664,2016-10-11,2016-09-19,2016-11-10,909.31,,4131,4131
9815,2016-10-11,2016-09-22,2016-11-09,542.64,,4132,4132
90058,2016-10-09,2016-09-19,2016-11-13,11.22,,4133,4133
60,2016-10-04,2016-09-23,2016-11-14,0.26,,4134,4134
4466,2016-10-09,2016-09-23,2016-11-14,0.05,,4135,4135
480,2016-10-05,2016-09-23,2016-11-13,22.9,,4136,4136
516,2016-10-07,2016-09-23,2016-11-17,18.88,,4137,4137
1128,2016-10-08,2016-09-23,2016-11-12,25.05,,4138,4138
11567,2016-10-04,2016-09-23,2016-11-04,3.74,,4139,4139
1485,2016-10-03,2016-09-23,2016-11-15,2.54,,4140,4140
4380,2016-10-10,2016-09-23,2016-11-19,0.52,,4141,4141
1392,2016-10-09,2016-09-23,2016-11-11,115.75,,4142,4142
90047,2016-10-05,2016-09-23,2016-11-11,1.22,,4143,4143
2242,2016-10-04,2016-09-23,2016-11-06,20.86,,4144,4144
1590,2016-10-03,2016-09-23,2016-11-06,35.95,,4145,4145
3960,2016-10-10,2016-09-23,2016-11-07,55.06,,4146,4146
2555,2016-10-05,2016-09-23,2016-11-19,5.75,,4147,4147
2496,2016-10-09,2016-09-23,2016-11-17,0.51,,4148,4148
3252,2016-10-06,2016-09-23,2016-11-16,150.32,,4149,4149
17031,2016-10-07,2016-09-23,2016-11-05,0.06,,4150,4150
9744,2016-10-03,2016-09-23,2016-11-04,3.39,,4151,4151
3924,2016-10-09,2016-09-23,2016-11-12,16.32,,4152,4152
12546,2016-10-03,2016-09-23,2016-11-04,33.27,,4153,4153
4692,2016-10-08,2016-09-23,2016-11-05,0.08,,4154,4154
4848,2016-10-11,2016-09-23,2016-11-16,0.7,,4155,4155
4950,2016-10-09,2016-09-23,2016-11-16,0.33,,4156,4156
8352,2016-10-03,2016-09-23,2016-11-08,5.23,,4157,4157
9552,2016-10-04,2016-09-23,2016-11-14,68.53,,4158,4158
10000,2016-10-11,2016-09-23,2016-11-20,30.25,,4159,4159
5455,2016-10-11,2016-09-23,2016-11-18,1.66,,4160,4160
4425,2016-10-11,2016-09-23,2016-11-04,197.18,,4161,4161
6213,2016-10-10,2016-09-23,2016-11-03,4.03,,4162,4162
8112,2016-10-08,2016-09-23,2016-11-19,27.26,,4163,4163
6355,2016-10-06,2016-09-23,2016-11-09,2.34,,4164,4164
6785,2016-10-06,2016-09-23,2016-11-11,5.47,,4165,4165
10754,2016-10-06,2016-09-23,2016-11-13,31.72,,4166,4166
17035,2016-10-09,2016-09-23,2016-11-07,54.51,,4167,4167
9206,2016-10-07,2016-09-23,2016-11-15,0.36,,4168,4168
7153,2016-10-08,2016-09-23,2016-11-03,11.32,,4169,4169
7245,2016-10-08,2016-09-23,2016-11-04,9.9,,4170,4170
7239,2016-10-04,2016-09-23,2016-11-12,14.71,,4171,4171
8004,2016-10-04,2016-09-23,2016-11-13,11.78,,4172,4172
660,2016-10-06,2016-09-23,2016-11-13,6.8,,4173,4173
8320,2016-10-09,2016-09-23,2016-11-07,6.23,,4174,4174
3089,2016-10-06,2016-09-23,2016-11-12,0.97,,4175,4175
2000,2016-10-07,2016-09-23,2016-11-12,17.76,,4176,4176
653,2016-10-03,2016-09-23,2016-11-04,3.99,,4177,4177
8673,2016-10-03,2016-09-23,2016-11-13,32.53,,4178,4178
12331,2016-10-04,2016-09-23,2016-11-15,0.39,,4179,4179
8664,2016-10-09,2016-09-23,2016-11-11,6.36,,4180,4180
8735,2016-10-06,2016-09-23,2016-11-09,0.44,,4181,4181
8920,2016-10-06,2016-09-23,2016-11-11,0.26,,4182,4182
9819,2016-10-07,2016-09-23,2016-11-06,25.49,,4183,4183
8892,2016-10-11,2016-09-23,2016-11-03,5.78,,4184,4184
9165,2016-10-06,2016-09-23,2016-11-19,79.26,,4185,4185
90010,2016-10-09,2016-09-23,2016-11-07,0.26,,4186,4186
1587,2016-10-07,2016-09-23,2016-11-10,1.62,,4187,4187
90024,2016-10-11,2016-09-23,2016-11-05,6.17,,4188,4188
9625,2016-10-05,2016-09-23,2016-11-12,0.54,,4189,4189
3664,2016-10-05,2016-09-23,2016-11-15,8.16,,4190,4190
9815,2016-10-03,2016-09-23,2016-11-07,6.17,,4191,4191
90058,2016-10-04,2016-09-23,2016-11-03,0.6,,4192,4192
60,2016-10-17,2016-09-27,2016-11-15,19.04,,4193,4193
105,2016-10-11,2016-09-29,2016-11-14,1.16,,4194,4194
4466,2016-10-12,2016-09-26,2016-11-19,7.59,,4195,4195
388,2016-10-13,2016-09-28,2016-11-18,2.5,,4196,4196
480,2016-10-16,2016-09-28,2016-11-14,1430.09,Frank Delahunt,4197,4197
516,2016-10-12,2016-09-29,2016-11-16,232.59,,4198,4198
2396,2016-10-13,2016-09-27,2016-11-26,0.24,,4199,4199
1003,2016-10-12,2016-09-30,2016-11-12,0.17,,4200,4200
1128,2016-10-13,2016-09-25,2016-11-22,1288.99,Frank Delahunt,4201,4201
1189,2016-10-13,2016-09-29,2016-11-11,7.06,,4202,4202
1273,2016-10-10,2016-09-28,2016-11-19,46.9,,4203,4203
11567,2016-10-11,2016-09-29,2016-11-17,254.06,,4204,4204
90046,2016-10-16,2016-09-26,2016-11-12,2.97,,4205,4205
1485,2016-10-16,2016-09-28,2016-11-17,104.75,,4206,4206
2876,2016-10-12,2016-09-29,2016-11-20,0.49,,4207,4207
4380,2016-10-13,2016-09-27,2016-11-13,29.23,,4208,4208
1650,2016-10-15,2016-09-25,2016-11-23,6.25,,4209,4209
1392,2016-10-10,2016-09-29,2016-11-19,1697.89,Frank Delahunt,4210,4210
90047,2016-10-16,2016-09-29,2016-11-12,74.42,,4211,4211
2242,2016-10-14,2016-09-26,2016-11-12,209.74,,4212,4212
1590,2016-10-16,2016-09-25,2016-11-18,177.25,,4213,4213
3960,2016-10-13,2016-09-30,2016-11-27,5033.41,Frank Delahunt,4214,4214
2555,2016-10-13,2016-09-27,2016-11-16,130.37,,4215,4215
2450,2016-10-12,2016-09-30,2016-11-16,1.82,,4216,4216
2496,2016-10-12,2016-09-27,2016-11-25,17.18,,4217,4217
17037,2016-10-13,2016-09-28,2016-11-24,6.1,,4218,4218
3252,2016-10-12,2016-09-28,2016-11-15,1105.04,,4219,4219
2561,2016-10-18,2016-09-25,2016-11-17,132.25,,4220,4220
1655,2016-10-16,2016-09-27,2016-11-17,17.76,,4221,4221
17031,2016-10-16,2016-09-30,2016-11-18,30.03,,4222,4222
90011,2016-10-17,2016-09-27,2016-11-20,2.18,,4223,4223
9744,2016-10-17,2016-09-26,2016-11-21,34.66,,4224,4224
90051,2016-10-18,2016-09-26,2016-11-24,0.62,,4225,4225
90052,2016-10-17,2016-09-30,2016-11-19,0.52,,4226,4226
3924,2016-10-10,2016-09-28,2016-11-20,309.41,,4227,4227
90053,2016-10-17,2016-09-26,2016-11-26,2.45,,4228,4228
17032,2016-10-12,2016-09-30,2016-11-22,6.26,,4229,4229
12546,2016-10-14,2016-09-25,2016-11-19,2438.62,Frank Delahunt,4230,4230
4550,2016-10-13,2016-09-26,2016-11-16,12.07,,4231,4231
4692,2016-10-17,2016-09-30,2016-11-25,130.08,,4232,4232
90032,2016-10-13,2016-09-30,2016-11-24,8.33,,4233,4233
4848,2016-10-11,2016-09-26,2016-11-12,40.99,,4234,4234
4950,2016-10-13,2016-09-25,2016-11-12,20.75,,4235,4235
8352,2016-10-14,2016-09-27,2016-11-15,155.51,,4236,4236
9552,2016-10-18,2016-09-28,2016-11-20,886.09,,4237,4237
10000,2016-10-15,2016-09-30,2016-11-19,354.85,,4238,4238
5270,2016-10-14,2016-09-26,2016-11-11,15.5,,4239,4239
5455,2016-10-14,2016-09-30,2016-11-18,14.02,,4240,4240
4425,2016-10-10,2016-09-25,2016-11-25,1766.8,Frank Delahunt,4241,4241
5992,2016-10-16,2016-09-30,2016-11-19,27.51,,4242,4242
6213,2016-10-18,2016-09-27,2016-11-12,131.12,,4243,4243
8112,2016-10-12,2016-09-29,2016-11-13,1034.08,,4244,4244
6215,2016-10-16,2016-09-29,2016-11-12,13.05,,4245,4245
6355,2016-10-16,2016-09-27,2016-11-26,13.64,,4246,4246
6359,2016-10-15,2016-09-26,2016-11-15,23.61,,4247,4247
6785,2016-10-12,2016-09-30,2016-11-23,226.41,,4248,4248
6830,2016-10-13,2016-09-30,2016-11-10,7.32,,4249,4249
10754,2016-10-12,2016-09-28,2016-11-12,733.34,,4250,4250
17035,2016-10-10,2016-09-27,2016-11-12,2390.89,Frank Delahunt,4251,4251
9206,2016-10-11,2016-09-28,2016-11-22,40.05,,4252,4252
7153,2016-10-13,2016-09-26,2016-11-15,342.82,,4253,4253
90027,2016-10-11,2016-09-29,2016-11-13,4.73,,4254,4254
7154,2016-10-17,2016-09-29,2016-11-15,8.02,,4255,4255
7240,2016-10-14,2016-09-29,2016-11-27,5.13,,4256,4256
7245,2016-10-11,2016-09-28,2016-11-22,547.88,,4257,4257
7255,2016-10-16,2016-09-29,2016-11-13,11.35,,4258,4258
7239,2016-10-13,2016-09-30,2016-11-22,189.47,,4259,4259
10050,2016-10-12,2016-09-29,2016-11-25,2.44,,4260,4260
8004,2016-10-15,2016-09-29,2016-11-14,903.53,,4261,4261
660,2016-10-15,2016-09-26,2016-11-22,305.77,,4262,4262
17033,2016-10-11,2016-09-28,2016-11-15,60.85,,4263,4263
8150,2016-10-13,2016-09-29,2016-11-12,15.81,,4264,4264
98450,2016-10-12,2016-09-26,2016-11-27,9.43,,4265,4265
8320,2016-10-15,2016-09-27,2016-11-23,52.8,,4266,4266
3089,2016-10-13,2016-09-29,2016-11-10,100.41,,4267,4267
28750,2016-10-13,2016-09-25,2016-11-11,6.48,,4268,4268
2000,2016-10-16,2016-09-27,2016-11-25,9.37,,4269,4269
2000,2016-10-11,2016-09-26,2016-11-22,221.24,,4270,4270
653,2016-10-15,2016-09-27,2016-11-25,146.77,,4271,4271
8673,2016-10-13,2016-09-27,2016-11-21,256.62,,4272,4272
12331,2016-10-18,2016-09-26,2016-11-17,1.49,,4273,4273
8664,2016-10-13,2016-09-25,2016-11-22,352.51,,4274,4274
8735,2016-10-15,2016-09-30,2016-11-25,1.56,,4275,4275
90056,2016-10-10,2016-09-28,2016-11-23,12.36,,4276,4276
8920,2016-10-15,2016-09-29,2016-11-24,4.81,,4277,4277
28776,2016-10-17,2016-09-28,2016-11-13,1.32,,4278,4278
173357,2016-10-14,2016-09-26,2016-11-18,2.37,,4279,4279
90017,2016-10-10,2016-09-28,2016-11-17,1.82,,4280,4280
9819,2016-10-17,2016-09-25,2016-11-19,240.94,,4281,4281
8892,2016-10-18,2016-09-26,2016-11-20,191.73,,4282,4282
9260,2016-10-10,2016-09-26,2016-11-26,1.51,,4283,4283
9165,2016-10-17,2016-09-26,2016-11-17,1154.76,,4284,4284
90010,2016-10-14,2016-09-29,2016-11-16,12.99,,4285,4285
1587,2016-10-10,2016-09-30,2016-11-24,86.56,,4286,4286
90024,2016-10-16,2016-09-27,2016-11-26,66.66,,4287,4287
1601,2016-10-14,2016-09-29,2016-11-18,6.04,,4288,4288
9622,2016-10-13,2016-09-27,2016-11-20,0.38,,4289,4289
9625,2016-10-13,2016-09-27,2016-11-10,27.58,,4290,4290
3664,2016-10-15,2016-09-27,2016-11-10,556.27,,4291,4291
9815,2016-10-10,2016-09-26,2016-11-25,458.7,,4292,4292
90058,2016-10-13,2016-09-26,2016-11-23,7.39,,4293,4293
60,2016-10-21,2016-10-04,2016-11-17,13.04,,4294,4294
105,2016-10-23,2016-10-06,2016-12-04,2.27,,4295,4295
4466,2016-10-20,2016-10-05,2016-11-26,14.55,,4296,4296
388,2016-10-17,2016-10-05,2016-12-02,3.7,,4297,4297
480,2016-10-19,2016-10-07,2016-11-19,1364.54,Frank Delahunt,4298,4298
516,2016-10-17,2016-10-05,2016-12-02,148.11,,4299,4299
90059,2016-10-22,2016-10-07,2016-11-20,45.05,,4300,4300
2396,2016-10-20,2016-10-04,2016-11-20,0.27,,4301,4301
1128,2016-10-17,2016-10-02,2016-12-02,1392.37,Frank Delahunt,4302,4302
1189,2016-10-23,2016-10-03,2016-11-27,10.29,,4303,4303
1273,2016-10-17,2016-10-03,2016-12-03,109.8,,4304,4304
11567,2016-10-25,2016-10-04,2016-11-29,471.02,,4305,4305
90046,2016-10-19,2016-10-03,2016-11-28,15.89,,4306,4306
1485,2016-10-20,2016-10-03,2016-11-25,200.12,,4307,4307
4380,2016-10-24,2016-10-07,2016-11-17,29.04,,4308,4308
1650,2016-10-18,2016-10-05,2016-11-29,0.48,,4309,4309
1392,2016-10-19,2016-10-02,2016-11-23,1980.44,Frank Delahunt,4310,4310
90047,2016-10-18,2016-10-06,2016-11-28,36.78,,4311,4311
2242,2016-10-23,2016-10-06,2016-11-27,152.62,,4312,4312
1590,2016-10-21,2016-10-07,2016-11-18,188.46,,4313,4313
3960,2016-10-24,2016-10-05,2016-11-24,4581.05,Frank Delahunt,4314,4314
2555,2016-10-20,2016-10-05,2016-12-04,142.53,,4315,4315
2450,2016-10-20,2016-10-06,2016-12-04,0.58,,4316,4316
2496,2016-10-17,2016-10-05,2016-11-24,16.13,,4317,4317
17037,2016-10-21,2016-10-04,2016-12-01,4.89,,4318,4318
3252,2016-10-23,2016-10-04,2016-11-23,1150.89,,4319,4319
2561,2016-10-20,2016-10-05,2016-11-30,105.71,,4320,4320
1655,2016-10-18,2016-10-02,2016-11-27,32.18,,4321,4321
90033,2016-10-18,2016-10-02,2016-11-21,0.31,,4322,4322
17031,2016-10-17,2016-10-02,2016-12-02,15.93,,4323,4323
90011,2016-10-17,2016-10-02,2016-11-26,1.26,,4324,4324
9744,2016-10-17,2016-10-06,2016-12-01,146.2,,4325,4325
90052,2016-10-17,2016-10-04,2016-11-19,0.46,,4326,4326
3924,2016-10-18,2016-10-06,2016-12-04,339.17,,4327,4327
90053,2016-10-25,2016-10-05,2016-11-21,1.72,,4328,4328
17032,2016-10-25,2016-10-05,2016-12-04,5.02,,4329,4329
12546,2016-10-18,2016-10-04,2016-11-20,2443.34,Frank Delahunt,4330,4330
4550,2016-10-18,2016-10-05,2016-11-17,12.21,,4331,4331
4692,2016-10-23,2016-10-03,2016-11-24,123.04,,4332,4332
90032,2016-10-21,2016-10-03,2016-11-19,10.53,,4333,4333
4848,2016-10-18,2016-10-06,2016-11-23,11.46,,4334,4334
4950,2016-10-25,2016-10-07,2016-11-19,19.09,,4335,4335
8352,2016-10-19,2016-10-03,2016-11-22,176.26,,4336,4336
9552,2016-10-19,2016-10-02,2016-11-24,806.99,,4337,4337
10000,2016-10-18,2016-10-07,2016-12-03,343.33,,4338,4338
5270,2016-10-22,2016-10-05,2016-11-29,23.66,,4339,4339
5455,2016-10-24,2016-10-02,2016-12-01,21.87,,4340,4340
4425,2016-10-23,2016-10-02,2016-11-23,2346.29,Frank Delahunt,4341,4341
5992,2016-10-20,2016-10-06,2016-11-23,37.43,,4342,4342
6213,2016-10-21,2016-10-07,2016-11-27,156.31,,4343,4343
8112,2016-10-20,2016-10-04,2016-12-01,1011.82,,4344,4344
6215,2016-10-20,2016-10-07,2016-11-20,5.98,,4345,4345
6355,2016-10-24,2016-10-04,2016-12-04,7.1,,4346,4346
6359,2016-10-23,2016-10-06,2016-12-03,41.12,,4347,4347
6785,2016-10-22,2016-10-06,2016-12-03,173.02,,4348,4348
6830,2016-10-18,2016-10-05,2016-12-02,12.79,,4349,4349
10754,2016-10-17,2016-10-06,2016-11-26,637.23,,4350,4350
17035,2016-10-20,2016-10-03,2016-11-21,2124.63,Frank Delahunt,4351,4351
9206,2016-10-22,2016-10-05,2016-12-02,36.48,,4352,4352
7153,2016-10-19,2016-10-04,2016-11-25,398.86,,4353,4353
90027,2016-10-24,2016-10-06,2016-11-23,2.92,,4354,4354
7154,2016-10-18,2016-10-07,2016-11-25,7.54,,4355,4355
7240,2016-10-24,2016-10-03,2016-11-21,7.58,,4356,4356
7245,2016-10-23,2016-10-06,2016-12-04,667.11,,4357,4357
7255,2016-10-21,2016-10-06,2016-12-03,13.38,,4358,4358
7239,2016-10-25,2016-10-02,2016-11-26,315.96,,4359,4359
10050,2016-10-21,2016-10-04,2016-12-03,12.07,,4360,4360
8004,2016-10-19,2016-10-02,2016-11-30,1476.3,Frank Delahunt,4361,4361
660,2016-10-20,2016-10-05,2016-11-28,400.59,,4362,4362
17033,2016-10-20,2016-10-02,2016-11-25,28.86,,4363,4363
8150,2016-10-17,2016-10-05,2016-11-24,30.31,,4364,4364
98450,2016-10-21,2016-10-03,2016-12-03,10.03,,4365,4365
8320,2016-10-19,2016-10-03,2016-11-22,66.82,,4366,4366
3089,2016-10-17,2016-10-02,2016-11-26,104.15,,4367,4367
28750,2016-10-25,2016-10-04,2016-11-17,5.05,,4368,4368
2000,2016-10-23,2016-10-05,2016-12-03,8.4,,4369,4369
2000,2016-10-22,2016-10-06,2016-12-04,181.89,,4370,4370
653,2016-10-25,2016-10-04,2016-11-30,146.71,,4371,4371
8673,2016-10-25,2016-10-02,2016-11-27,312.02,,4372,4372
12331,2016-10-20,2016-10-07,2016-12-04,1.75,,4373,4373
8664,2016-10-23,2016-10-04,2016-11-22,439.32,,4374,4374
8735,2016-10-18,2016-10-03,2016-11-27,5.53,,4375,4375
90056,2016-10-25,2016-10-03,2016-11-25,16.63,,4376,4376
172662,2016-10-24,2016-10-05,2016-11-19,4.05,,4377,4377
8920,2016-10-17,2016-10-02,2016-12-03,3.97,,4378,4378
28776,2016-10-18,2016-10-03,2016-11-26,4.16,,4379,4379
173357,2016-10-24,2016-10-02,2016-12-01,2.28,,4380,4380
